Name,Platform,Year,Score,User_Score,Developer,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Homeworld Remastered Collection,PC,2015,86,8.2,GearboxSoftware,Miscellaneous,N/A,0,0.01,0,0,0.01
CrossCode,PC,2018,86,8.3,RadicalFishGames,Role-Playing,NA,NA,NA,NA,NA,NA
Galactic Civilizations II: Dread Lords,PC,2006,86,7.7,Stardock,Strategy,NA,NA,NA,NA,NA,NA
Planet Puzzle League,DS,2007,86,7.8,IntelligentSystems,Miscellaneous,Nintendo,0.14,0.01,0.16,0.01,0.33
Animal Crossing: Wild World,DS,2005,86,8.6,Nintendo,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13
DmC: Devil May Cry,Xbox360,2013,86,5.3,NinjaTheory,Action,Capcom,0.24,0.26,0.19,0.1,0.79
Medal of Honor Underground,PlayStation,2000,86,8.9,DreamworksInteractive,Action,NA,NA,NA,NA,NA,NA
Dino Crisis 2,PlayStation,2000,86,9,Capcom,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
Star Trek: Voyager Elite Force,PC,2000,86,7.8,RavenSoftware,Action,Codemasters,0.07,0.06,0,0.02,0.15
Need for Speed: High Stakes,PlayStation,1999,86,8.7,EACanada,Driving,NA,NA,NA,NA,NA,NA
Destiny 2: Forsaken,XboxOne,2018,86,5.4,"BungieSoftware,Bungie",Action,NA,NA,NA,NA,NA,NA
Streets of Rage 4,Switch,2020,86,8.4,"DotEmu,SeavenStudio,GuardCrushGames,Lizardcube",General,NA,NA,NA,NA,NA,NA
Professor Layton and the Unwound Future,DS,2010,86,8.8,Level5,Miscellaneous,Nintendo,0.6,1.57,0.82,0.27,3.26
We Love Katamari,PlayStation2,2005,86,8.8,Namco,Action,Electronic Arts,0.26,0.2,0,0.07,0.52
13 Sentinels: Aegis Rim,PlayStation4,2020,86,8.9,Vanillaware,Role-Playing,NA,NA,NA,NA,NA,NA
Worldwide Soccer Manager 2008,PC,2007,86,7.5,SportsInteractive,Sports,Russel,0,1.12,0,0,1.12
Dance Central 2,Xbox360,2011,86,8.1,HarmonixMusicSystems,Action,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04
Fell Seal: Arbiter's Mark,PlayStation4,2019,86,6.3,1CEntertainment,Strategy,NA,NA,NA,NA,NA,NA
Sly Cooper and the Thievius Raccoonus,PlayStation2,2002,86,8.5,SuckerPunch,Action,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21
AI: The Somnium Files,Switch,2019,86,8.9,SpikeChunsoft,Action,NA,NA,NA,NA,NA,NA
IL-2 Sturmovik: Forgotten Battles,PC,2003,86,7.9,"1C,1CEntertainment",Simulation,Ubisoft,0,0.02,0,0,0.02
Geometry Wars: Retro Evolved,Xbox360,2005,86,8.6,BizarreCreations,Action,NA,NA,NA,NA,NA,NA
Fight Night Round 3,Xbox360,2006,86,8.8,EAChicago,Sports,Electronic Arts,0.81,0.58,0.01,0.26,1.67
F1 2016,PC,2016,86,7.7,Codemasters,Racing,NA,NA,NA,NA,NA,NA
Amplitude,PlayStation2,2003,86,8.6,HarmonixMusicSystems,Miscellaneous,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Minecraft: PlayStation 3 Edition,PlayStation3,2013,86,6.8,"4JStudios,MojangAB",Fantasy,NA,NA,NA,NA,NA,NA
Sonic Mania,PlayStation4,2017,86,8,"SegaSoft,Sega,PagodaWestGames",Action,NA,NA,NA,NA,NA,NA
The Legend of Zelda: Four Swords Adventures,GameCube,2004,86,7.5,Nintendo,Action,Nintendo,0.63,0.16,0,0.02,0.81
Joe Danger,PlayStation3,2010,86,7.7,HelloGames,Driving,NA,NA,NA,NA,NA,NA
Tales of Symphonia,GameCube,2004,86,9.1,Namco,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
Fight Night Champion,Xbox360,2011,86,7.4,EACanada,Sports,Electronic Arts,0.45,0.49,0,0.18,1.11
NBA Live 2004,PlayStation2,2003,86,7.7,EASports,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03
Colin McRae Rally 3,PlayStation2,2003,86,7.6,Codemasters,Driving,Codemasters,0.03,1.05,0.02,0.3,1.4
Tom Clancy's Rainbow Six 3,Xbox,2003,86,8.4,Ubisoft,Action,Ubisoft,0.91,0.57,0,0.07,1.55
Unreal Tournament 2003,PC,2002,86,7.8,DigitalExtremes,Action,Atari,0,0.01,0,0,0.01
Age of Wonders II: The Wizard's Throne,PC,2002,86,8.4,TriumphStudios,Strategy,NA,NA,NA,NA,NA,NA
Daytona USA,Dreamcast,2001,86,8.5,AmusementVision,Driving,Sega,0,0,0.55,0,0.55
Links 2001,PC,2000,86,6.3,MicrosoftGameStudios,Sports,NA,NA,NA,NA,NA,NA
EverQuest: The Ruins of Kunark,PC,2000,86,8.5,SonyOnlineEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Full Throttle,PC,1995,86,8.6,LucasArts,Adventure,NA,NA,NA,NA,NA,NA
Katamari Damacy,PlayStation2,2004,86,8.8,Namco,Action,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
The Lord of the Rings Online: Shadows of Angmar,PC,2007,86,8,TurbineInc.,Role-Playing,NA,NA,NA,NA,NA,NA
Grand Theft Auto: Vice City Stories,PSP,2006,86,8.2,RockstarLeeds,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03
Mortal Kombat 11,XboxOne,2019,86,3.3,NetherRealmStudios,Action,NA,NA,NA,NA,NA,NA
Pony Island,PC,2016,86,7.4,DanielMullinsGames,Puzzle,NA,NA,NA,NA,NA,NA
Tomb Raider: Definitive Edition,XboxOne,2014,86,7.7,"CrystalDynamics,UnitedFrontGames",Modern,NA,NA,NA,NA,NA,NA
"Warhammer 40,000: Dawn of War",PC,2004,86,8.7,Relic,Strategy,THQ,0.01,0.03,0,0.01,0.05
MLB The Show 19,PlayStation4,2019,86,7.6,SonyInteractiveEntertainment,Sports,NA,NA,NA,NA,NA,NA
Tom Clancy's Ghost Recon Advanced Warfighter 2,Xbox360,2007,86,7.7,"RedStormEntertainment,UbisoftParis",Action,Ubisoft,0.34,0.48,0.02,0.19,1.03
Tales From Space: Mutant Blobs Attack,PlayStationVita,2012,86,8.3,DrinkBoxStudios,Action,NA,NA,NA,NA,NA,NA
Skate,Xbox360,2007,86,8.4,EABlackBox,Sports,Electronic Arts,0.62,0.03,0,0.06,0.71
Warhammer Online: Age of Reckoning,PC,2008,86,7.9,EAMythic,Role-Playing,GOA,0,0.02,0,0,0.02
Desperados III,PC,2020,86,8.2,MimimiProductions,Strategy,NA,NA,NA,NA,NA,NA
PlayerUnknown's Battlegrounds,PC,2017,86,4.6,"Bluehole,Inc.,PUBGCorporation",Action,NA,NA,NA,NA,NA,NA
Advance Wars: Days of Ruin,DS,2008,86,8.7,IntelligentSystems,Strategy,Nintendo,0.43,0.12,0,0.05,0.61
The Elder Scrolls IV - Knights of the Nine,Xbox360,2006,86,7.5,BethesdaSoftworks,Role-Playing,NA,NA,NA,NA,NA,NA
Forza Horizon 2,XboxOne,2014,86,8.3,PlaygroundGames,Driving,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4
Crypt of the NecroDancer: Nintendo Switch Edition,Switch,2018,86,7.1,BraceYourselfGames,Role-Playing,NA,NA,NA,NA,NA,NA
Observer,XboxOne,2017,86,7.7,BlooberTeam,Adventure,NA,NA,NA,NA,NA,NA
ZEN Pinball 2,PlayStation3,2012,86,7.8,ZenStudios,Action,NA,NA,NA,NA,NA,NA
Moto Racer Advance,GameBoyAdvance,2002,86,tbd,DelphineSoftwareInternational,Driving,Ubisoft,0.01,0,0,0,0.01
Command & Conquer: Red Alert 2 - Yuri's Revenge,PC,2001,86,8.9,WestwoodStudios,Strategy,NA,NA,NA,NA,NA,NA
Europa Universalis,PC,2001,86,7.6,ParadoxDevelopmentStudio,Strategy,NA,NA,NA,NA,NA,NA
Escape from Monkey Island,PC,2000,86,7.5,LucasArts,Adventure,NA,NA,NA,NA,NA,NA
Beat Saber,PlayStation4,2018,86,8.2,HyperbolicMagnetism,Action,NA,NA,NA,NA,NA,NA
IL-2 Sturmovik: 1946,PC,2007,86,8.7,1C:MaddoxGames,Simulation,Ubisoft,0,0.04,0,0.01,0.04
Warframe,Switch,2018,86,8.3,DigitalExtremes,Action,NA,NA,NA,NA,NA,NA
Luigi's Mansion 3,Switch,2019,86,8.5,"NextLevelGames,Nintendo",Action,NA,NA,NA,NA,NA,NA
Dance Central 3,Xbox360,2012,86,7.9,HarmonixMusicSystems,Dancing,Microsoft Game Studios,0.57,0.18,0,0.06,0.81
Shatter,PlayStation3,2009,86,7.6,SidheInteractive,Action,NA,NA,NA,NA,NA,NA
Final Fantasy XIV Online: A Realm Reborn,PlayStation4,2014,86,7.3,SquareEnix,Fantasy,NA,NA,NA,NA,NA,NA
Luigi's Mansion: Dark Moon,3DS,2013,86,8.5,NextLevelGames,Action,Nintendo,1.8,1.39,1.11,0.29,4.59
Guitar Hero III: Legends of Rock,Wii,2007,86,7.8,VicariousVisions,Action,Activision,3.49,0.01,0.01,1.48,4.98
Battlefield 3: Back to Karkand,PC,2011,86,7.3,EADICE,Action,NA,NA,NA,NA,NA,NA
Dragon Quest XI: Echoes of an Elusive Age,PlayStation4,2018,86,8.7,SquareEnix,Role-Playing,NA,NA,NA,NA,NA,NA
F-Zero: Maximum Velocity,GameBoyAdvance,2001,86,7.6,NdCube,Driving,Nintendo,0.39,0.16,0.37,0.12,1.04
Dying Light: The Following,XboxOne,2016,86,8.2,Techland,Action,NA,NA,NA,NA,NA,NA
Heroes of the Storm,PC,2015,86,6.4,BlizzardEntertainment,Action,NA,NA,NA,NA,NA,NA
DiRT 4,XboxOne,2017,86,6.7,"Codemasters,DeepSilver",Racing,NA,NA,NA,NA,NA,NA
Code:Realize - Guardian of Rebirth,PlayStationVita,2015,86,8.1,Otomate,Adventure,NA,NA,NA,NA,NA,NA
Civilization III: Conquests,PC,2003,86,7.8,FiraxisGames,Strategy,NA,NA,NA,NA,NA,NA
Turok 2: Seeds of Evil,Nintendo64,1998,86,8.2,IguanaEntertainment,Action,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
Path of Exile,PC,2013,86,8,GrindingGearGames,Action,NA,NA,NA,NA,NA,NA
Guilty Gear Xrd: Rev 2,PlayStation4,2017,86,8,ArcSystemWorks,Action,NA,NA,NA,NA,NA,NA
OlliOlli2: Welcome to Olliwood,PlayStation4,2015,86,6.5,roll7,Sports,NA,NA,NA,NA,NA,NA
Assault Android Cactus+,Switch,2019,86,8.4,WitchBeam,Action,NA,NA,NA,NA,NA,NA
Forza Motorsport 7,XboxOne,2017,86,6.2,Turn10,Racing,NA,NA,NA,NA,NA,NA
NHL 08,PlayStation3,2007,86,7,EACanada,Sports,Electronic Arts,0.16,0.06,0,0.03,0.25
Mortal Kombat X,XboxOne,2015,86,7.6,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48,2.78
Football Manager 2019,PC,2018,86,6.8,SportsInteractive,Sports,NA,NA,NA,NA,NA,NA
Gunman Clive HD Collection,WiiU,2015,86,8.2,HorbergProductions,Miscellaneous,NA,NA,NA,NA,NA,NA
Persona 4 Arena,PlayStation3,2012,86,5.7,ArcSystemWorks,Action,NA,NA,NA,NA,NA,NA
Viewtiful Joe 2,GameCube,2004,86,8,CloverStudio,Action,Capcom,0.17,0.04,0,0.01,0.22
BlazBlue: Central Fiction - Special Edition,Switch,2019,86,8.7,ArcSystemWorks,Action,NA,NA,NA,NA,NA,NA
Day of the Tentacle Remastered,PC,2016,86,7.9,DoubleFineProductions,Adventure,NA,NA,NA,NA,NA,NA
Xenoblade Chronicles 3D,3DS,2015,86,8.8,MonsterGamesInc.,Role-Playing,NA,NA,NA,NA,NA,NA
Fire Emblem Fates: Birthright,3DS,2016,86,8.2,IntelligentSystems,Strategy,NA,NA,NA,NA,NA,NA
The Legend of Zelda: Twilight Princess HD,WiiU,2016,86,8.5,"Tantalus,Tantatus,Nintendo",Action,Nintendo,0.56,0.3,0.08,0.09,1.03
Mini Metro,Switch,2018,86,8.4,"RadialGamesCorp.,DinosaurPoloClub",Strategy,NA,NA,NA,NA,NA,NA
Dark Souls Remastered,XboxOne,2018,86,7.5,FromSoftware,Role-Playing,NA,NA,NA,NA,NA,NA
The Legend of Heroes: Trails of Cold Steel,PlayStation3,2015,86,8.7,Falcom,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23
Resogun: Heroes,PlayStation4,2014,86,7.3,Housemarque,Action,NA,NA,NA,NA,NA,NA
Tetris Party,Wii,2008,86,7.7,HudsonSoft,Miscellaneous,NA,NA,NA,NA,NA,NA
Allegiance,PC,2000,86,7.3,MicrosoftGameStudios,Simulation,NA,NA,NA,NA,NA,NA
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,2019,85,8.1,BraceYourselfGames,Action,NA,NA,NA,NA,NA,NA
Monster Hunter Generations,3DS,2016,85,8,Capcom,Role-Playing,NA,NA,NA,NA,NA,NA
Radiant Historia,DS,2011,85,8.7,Atlus,Role-Playing,Atlus,0.19,0,0.09,0.01,0.29
Shantae: Risky's Revenge,DS,2010,85,7.7,WayForward,Action,NA,NA,NA,NA,NA,NA
Castlevania: Portrait of Ruin,DS,2006,85,8.3,Konami,Action,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4
Tom Clancy's Splinter Cell: Conviction,Xbox360,2010,85,7.7,UbisoftMontreal,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06
The Talos Principle,PC,2014,85,8.5,Croteam,Sci-Fi,Devolver Digital,0,0.02,0,0,0.03
Cities: Skylines,PC,2015,85,8.8,ColossalOrder,City,Paradox Interactive,0,0.13,0,0.01,0.14
Project Gotham Racing 4,Xbox360,2007,85,8.5,BizarreCreations,Driving,NA,NA,NA,NA,NA,NA
Metroid Prime: Hunters,DS,2006,85,7.9,"Nintendo,NintendoSoftwareTechnology",Action,NA,NA,NA,NA,NA,NA
Metroid: Samus Returns,3DS,2017,85,8.8,MercurySteam,Action,NA,NA,NA,NA,NA,NA
Heroes of Hammerwatch - Ultimate Edition,Switch,2020,85,7.3,Crackshell,Role-Playing,NA,NA,NA,NA,NA,NA
Ni no Kuni: Wrath of the White Witch,PlayStation3,2013,85,8.7,Level5,General,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51
The Wolf Among Us: Episode 1 - Faith,PlayStation3,2013,85,8.7,TelltaleGames,Action,NA,NA,NA,NA,NA,NA
Deep Rock Galactic,PC,2020,85,8,GhostShipGames,Action,NA,NA,NA,NA,NA,NA
UFC Undisputed 2010,PlayStation3,2010,85,7.2,Yuke's,Action,THQ,0.8,0.4,0.02,0.18,1.41
Prince of Persia: The Two Thrones,PlayStation2,2005,85,8.5,UbisoftMontreal,Action,Ubisoft,0.57,0.02,0,0.09,0.68
Falcon 4.0,PC,1998,85,7.8,"Atari,MicroProse",Simulation,NA,NA,NA,NA,NA,NA
Tom Clancy's Rainbow Six,PC,1998,85,8.1,RedStormEntertainment,Action,Red Storm Entertainment,0.93,0.63,0,0.08,1.64
Oddworld: Abe's Oddysee,PlayStation,1997,85,8.8,OddworldInhabitants,Action,GT Interactive,0.75,0.44,0,0.06,1.24
Legend of Grimrock II,PC,2014,85,8.1,AlmostHuman,Role-Playing,NA,NA,NA,NA,NA,NA
Madden NFL 09,PlayStation3,2008,85,4.4,EATiburon,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53
NHL 20,XboxOne,2019,85,4.3,ElectronicArts,Sports,NA,NA,NA,NA,NA,NA
The Sly Collection,PlayStation3,2010,85,8.8,SanzaruGames,Action,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,85,8.7,Eighting,Action,Capcom,0.3,0.15,0.03,0.05,0.53
Thronebreaker: The Witcher Tales,XboxOne,2018,85,7.3,CDProjektRedStudio,Role-Playing,NA,NA,NA,NA,NA,NA
"Sam & Max Episode 205: What's New, Beelzebub?",PC,2008,85,7.3,TelltaleGames,Adventure,NA,NA,NA,NA,NA,NA
Daxter,PSP,2006,85,8.6,ReadyatDawn,Action,Sony Computer Entertainment,2.45,1.01,0,0.75,4.21
Hearthstone: Heroes of Warcraft - Whispers of the Old Gods,PC,2016,85,5.1,BlizzardEntertainment,Strategy,NA,NA,NA,NA,NA,NA
MLB 08: The Show,PlayStation3,2008,85,8.7,SCEASanDiegoStudios,Sports,Sony Computer Entertainment,0.64,0,0,0.05,0.7
Unreal Championship 2: The Liandri Conflict,Xbox,2005,85,8.3,EpicGames,Action,Midway Games,0.22,0.05,0,0.01,0.28
The Outer Worlds,PlayStation4,2019,85,8,ObsidianEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Firewatch,XboxOne,2016,85,4.9,CampoSanto,Adventure,NA,NA,NA,NA,NA,NA
Battlefield 4,PlayStation4,2013,85,7.1,EADICE,Action,Electronic Arts,1.35,1.55,0.17,0.51,3.59
Wasteland 3,PC,2020,85,7.6,InXileEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Tom Clancy's Rainbow Six: Vegas,PC,2006,85,7.7,UbisoftMontreal,Action,Ubisoft,1.09,0.65,0.02,0.2,1.95
Super Street Fighter IV: 3D Edition,3DS,2011,85,8,Capcom,Action,Capcom,0.55,0.44,0.14,0.09,1.21
City of Heroes,PC,2004,85,8.4,"ParagonStudios,CrypticStudios",Role-Playing,NA,NA,NA,NA,NA,NA
Mass Effect 3: Special Edition,WiiU,2012,85,7.7,StraightRight,Action,NA,NA,NA,NA,NA,NA
Castle Crashers,PlayStation3,2010,85,8.3,TheBehemoth,Action,NA,NA,NA,NA,NA,NA
Pokemon Pearl Version,DS,2007,85,8.2,GameFreak,Role-Playing,NA,NA,NA,NA,NA,NA
Blaster Master Zero II,Switch,2019,85,8.5,IntiCreates,Action,NA,NA,NA,NA,NA,NA
Lara Croft and the Guardian of Light,Xbox360,2010,85,8.4,CrystalDynamics,Action,NA,NA,NA,NA,NA,NA
BlazBlue: Chrono Phantasma Extend,PC,2016,85,7.7,ArcSystemWorks,Action,PQube,0.07,0.03,0.02,0.02,0.14
SWAT 4,PC,2005,85,8.6,IrrationalGames,Action,Vivendi Games,0,0.02,0,0,0.03
Clive Barker's Undying,PC,2001,85,8.8,DreamworksGames,Action,NA,NA,NA,NA,NA,NA
Rollcage Stage II,PlayStation,2000,85,8.4,AttentionToDetail,Driving,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
EverQuest,PC,1999,85,7.9,SonyOnlineEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
F-Zero X,Nintendo64,1998,85,8.7,Nintendo,Driving,Nintendo,0.45,0.33,0.29,0.03,1.1
Trials Evolution: Origin of Pain,Xbox360,2012,85,8.4,RedLynx,Street,NA,NA,NA,NA,NA,NA
Monster Train,PC,2020,85,8.2,ShinyShoe,Strategy,NA,NA,NA,NA,NA,NA
Bravely Default,3DS,2014,85,8.4,SiliconStudio,Console-style,NA,NA,NA,NA,NA,NA
Far Cry Instincts,Xbox,2005,85,5.9,UbisoftMontreal,Action,Ubisoft,0.32,0.24,0,0.02,0.57
"Warhammer 40,000: Dawn of War II",PC,2009,85,8.1,Relic,Strategy,THQ,0,0.45,0,0.02,0.47
Risk of Rain 2,PC,2020,85,8.1,HopooGames,Action,NA,NA,NA,NA,NA,NA
Call of Duty: Black Ops 4,XboxOne,2018,85,4.1,Treyarch,Action,NA,NA,NA,NA,NA,NA
Paradigm,PC,2017,85,7.7,JacobJanerka,Adventure,NA,NA,NA,NA,NA,NA
Tekken Tag Tournament,PlayStation2,2000,85,8.4,Namco,Action,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
Onimusha 3: Demon Siege,PlayStation2,2004,85,8.7,Capcom,Action,Capcom,0.37,0.47,0.54,0.07,1.45
Red Faction: Guerrilla,PlayStation3,2009,85,8,VolitionInc.,Action,THQ,0.48,0.29,0.01,0.09,0.87
Bug Fables: The Everlasting Sapling,Switch,2020,85,8.3,MoonsproutGames,Action,NA,NA,NA,NA,NA,NA
Final Fantasy X-2,PlayStation2,2003,85,7.6,SquareSoft,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29
Battlerite,PC,2017,85,7.3,StunlockStudios,Strategy,NA,NA,NA,NA,NA,NA
Command & Conquer 3: Tiberium Wars,PC,2007,85,8,EALA,Strategy,Electronic Arts,0.35,0.04,0,0.03,0.42
Madden NFL 10,Xbox360,2009,85,6.1,EATiburon,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
Assassin's Creed III,WiiU,2012,85,7.2,UbisoftQuebec,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45
Astro Boy: Omega Factor,GameBoyAdvance,2004,85,8.7,Hitmaker,Action,THQ,0.06,0.02,0,0,0.09
Life is Strange,PlayStation4,2015,85,8.6,DONTNODEntertainment,Sci-Fi,Square Enix,0.15,0.15,0.03,0.06,0.4
Final Fantasy XV: Windows Edition,PC,2018,85,8,SquareEnix,Role-Playing,NA,NA,NA,NA,NA,NA
Nioh: Bloodshed's End,PlayStation4,2017,85,7.6,TeamNinja,Role-Playing,NA,NA,NA,NA,NA,NA
Out of the Park Baseball 13,PC,2012,85,7.8,OutOfTheParkDevelopments,Sports,NA,NA,NA,NA,NA,NA
World Series Baseball,Xbox,2002,85,7.3,Blueshift,Sports,Sega,0.17,0.05,0,0.01,0.23
Wizardry 8,PC,2001,85,8.3,Sir-TechSoftwareInc.,Role-Playing,NA,NA,NA,NA,NA,NA
Aliens Versus Predator 2,PC,2001,85,8.7,MonolithProductions,Action,NA,NA,NA,NA,NA,NA
Operation Flashpoint: Cold War Crisis,PC,2001,85,8.7,BohemiaInteractive,Action,NA,NA,NA,NA,NA,NA
Rumble Racing,PlayStation2,2001,85,8.1,ElectronicArts,Driving,Electronic Arts,0.1,0.08,0,0.03,0.21
Metal Slug X,PlayStation,2001,85,8.7,ProSoft,Action,Virgin Interactive,0.05,0.03,0,0.01,0.09
Tropico,PC,2001,85,8.3,PopTopSoftware,Strategy,NA,NA,NA,NA,NA,NA
Giants: Citizen Kabuto,PC,2000,85,8.6,PlanetMoonStudios,Action,Interplay,0.03,0.02,0,0.01,0.06
MotoGP 3: Ultimate Racing Technology,Xbox,2005,85,7.4,ClimaxGroup,Driving,NA,NA,NA,NA,NA,NA
Dead or Alive 4,Xbox360,2005,85,8.1,TeamNinja,Action,Tecmo Koei,0.3,0.03,0.1,0.03,0.47
NASCAR SimRacing,PC,2005,85,4.8,EATiburon,Driving,NA,NA,NA,NA,NA,NA
Devotion,PC,2019,85,7.5,RedCandleGames,Action,NA,NA,NA,NA,NA,NA
Pure,Xbox360,2008,85,7.7,BlackRockStudio,Driving,Disney Interactive Studios,1.38,0.84,0,0.25,2.47
The Lord of the Rings Online: Mines of Moria,PC,2008,85,8,TurbineInc.,Role-Playing,Codemasters Online,0,0.02,0,0,0.02
SoulCalibur IV,PlayStation3,2008,85,7.8,"Namco,ProjectSoul",Action,Ubisoft,0.92,0.43,0.07,0.15,1.58
Kingdom Hearts,PlayStation2,2002,85,8.9,SquareSoft,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
The Binding of Isaac: Afterbirth,PC,2015,85,8.3,Nicalis,Action,NA,NA,NA,NA,NA,NA
Amnesia: The Dark Descent,PC,2010,85,8.6,FrictionalGames,Action,NA,NA,NA,NA,NA,NA
Project Gotham Racing,Xbox,2001,85,8.1,BizarreCreations,Driving,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
Fable,Xbox,2004,85,8.5,BigBlueBox,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
Forza Horizon,Xbox360,2012,85,8.4,"PLAYGROUND,PlaygroundGames",Driving,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96
Chaos Reborn,PC,2015,85,7.9,SnapshotGamesInc.,Fantasy,NA,NA,NA,NA,NA,NA
Assassin's Creed Origins,XboxOne,2017,85,7.6,"Ubisoft,UbisoftMontreal",Action,NA,NA,NA,NA,NA,NA
Assassin's Creed Valhalla,XboxSeriesX,2020,85,tbd,UbisoftMontreal,Action,NA,NA,NA,NA,NA,NA
GTR: FIA GT Racing Game,PC,2005,85,8,SimBin,Driving,NA,NA,NA,NA,NA,NA
The Witcher 3: Wild Hunt - Complete Edition,Switch,2019,85,8.5,"SaberInteractive,CDProjektRedStudio",Role-Playing,NA,NA,NA,NA,NA,NA
Shadow Hearts: Covenant,PlayStation2,2004,85,8.9,Nautilus,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24
Rogue Legacy,PlayStationVita,2014,85,7.8,CellarDoorGames,Action,NA,NA,NA,NA,NA,NA
Control,PC,2019,85,7.2,RemedyEntertainment,Action,NA,NA,NA,NA,NA,NA
Syphon Filter: Logan's Shadow,PSP,2007,85,8.6,SonyBend,Action,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46
Football Manager 2011,PC,2010,85,8.3,SportsInteractive,Sports,Sega,0,1.01,0,0.25,1.26
Dust: An Elysian Tail,PC,2013,85,8.5,HumbleHearts,Role-Playing,NA,NA,NA,NA,NA,NA
NBA Live 2005,Xbox,2004,85,7.6,EACanada,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
South Park: The Stick of Truth,PC,2014,85,8.6,ObsidianEntertainment,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92
Marvel's Spider-Man: Miles Morales,PlayStation5,2020,85,tbd,InsomniacGames,Action,NA,NA,NA,NA,NA,NA
Fire Emblem: The Sacred Stones,GameBoyAdvance,2005,85,8.9,IntelligentSystems,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
Dark Souls: Prepare to Die Edition,PC,2012,85,7.7,FromSoftware,Role-Playing,NA,NA,NA,NA,NA,NA
The Binding of Isaac: Afterbirth +,Switch,2017,85,8.3,"EdmundMcMillen,Nicalis",Action,NA,NA,NA,NA,NA,NA
Shadow Tactics: Blades of the Shogun,PC,2016,85,8.5,MimimiProductions,Strategy,NA,NA,NA,NA,NA,NA
Super Smash Bros. for Nintendo 3DS,3DS,2014,85,8.5,BandaiNamcoGames,Fighting,NA,NA,NA,NA,NA,NA
Medieval II: Total War Kingdoms,PC,2007,85,8.8,CreativeAssembly,Strategy,NA,NA,NA,NA,NA,NA
Call of Duty: World at War,PlayStation3,2008,85,7.7,Treyarch,Action,Activision,4.81,1.88,0,0.69,7.38
VA-11 Hall-A: Cyberpunk Bartender Action,PlayStation4,2019,85,6.3,SukebanGames,Simulation,NA,NA,NA,NA,NA,NA
DJMax Respect,PlayStation4,2018,85,7.8,RockyStudio,Action,NA,NA,NA,NA,NA,NA
Resogun: Defenders,PlayStation4,2015,85,7.2,Housemarque,Action,NA,NA,NA,NA,NA,NA
The Legend of Zelda: Four Swords Anniversary Edition,DS,2011,85,7.5,GREZZO,Action,NA,NA,NA,NA,NA,NA
Maboshi's Arcade,Wii,2008,85,7.9,Mindware,Miscellaneous,NA,NA,NA,NA,NA,NA
Peggle Deluxe,PC,2007,85,7.9,PopCap,Miscellaneous,NA,NA,NA,NA,NA,NA
WWE SmackDown! Here Comes the Pain,PlayStation2,2003,85,8.9,Yuke's,Action,THQ,1.32,1.06,0.04,0.38,2.8
Hot Shots Golf 3,PlayStation2,2002,85,8,ClapHanz,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
Monopoly Tycoon,PC,2001,85,7.7,DeepRed,Strategy,NA,NA,NA,NA,NA,NA
