Name,Platform,Year,Score,User_Score,Developer,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Outfit,Xbox360,2006,70,7.6,Relic,Action,THQ,0.21,0.02,0,0.02,0.25
Assassin's Creed III: Liberation,PlayStationVita,2012,70,7.1,Ubisoft,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32
Re:Turn - One Way Trip,PC,2020,70,8.6,RedEgoGames,Adventure,NA,NA,NA,NA,NA,NA
Deadly Premonition Origins,Switch,2019,70,7.7,ToyboxGames,Action,NA,NA,NA,NA,NA,NA
Steel Diver: Sub Wars,3DS,2014,70,7.6,Nintendo,Simulation,NA,NA,NA,NA,NA,NA
Magnetica Twist,Wii,2008,70,8,Mitchell,Miscellaneous,NA,NA,NA,NA,NA,NA
Land of Legends,PC,2005,70,tbd,TinyHeroGameStudios,Strategy,NA,NA,NA,NA,NA,NA
Demon Gaze,PlayStationVita,2014,70,8.6,ExperienceInc.,General,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17
EyePet: Move Edition,PlayStation3,2010,70,4.1,SCEELondonStudio,Simulation,NA,NA,NA,NA,NA,NA
Scaler,PlayStation2,2004,70,8.5,ArtificialMindandMovement,Action,Take-Two Interactive,0.05,0.04,0,0.01,0.09
Just Cause 4,XboxOne,2018,70,5.8,AvalancheStudios,Action,NA,NA,NA,NA,NA,NA
007: Quantum of Solace,PC,2008,70,6.1,"Treyarch,Beenox",Action,Activision,0.82,0.51,0.01,0.14,1.48
Dead Rising 3: Apocalypse Edition,PC,2014,70,5.6,CapcomVancouver,Action,NA,NA,NA,NA,NA,NA
God Eater Resurrection,PlayStation4,2016,70,7,"Shift,BandaiNamcoGames",Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19
Ninja Gaiden 3: Razor's Edge,Xbox360,2013,70,7.1,TeamNinja,Action,NA,NA,NA,NA,NA,NA
Deep Sky Derelicts,PC,2018,70,6.9,SnowhoundGames,Role-Playing,NA,NA,NA,NA,NA,NA
Take On Helicopters,PC,2011,70,6.7,BohemiaInteractive,Simulation,Unknown,0,0.02,0,0.01,0.03
Bomberman Live: Battlefest,Xbox360,2010,70,8.3,HudsonEntertainment,Miscellaneous,NA,NA,NA,NA,NA,NA
Fable Fortune,XboxOne,2018,70,6.8,Mediatonic,Strategy,NA,NA,NA,NA,NA,NA
Time Recoil,Switch,2017,70,tbd,10tons,Action,NA,NA,NA,NA,NA,NA
Harry Potter and the Prisoner of Azkaban,PlayStation2,2004,70,8.5,EAGames,Action,Electronic Arts,0.5,0.39,0,0.13,1.02
Desert Rats vs. Afrika Korps,PC,2004,70,7.5,DigitalReality,Strategy,NA,NA,NA,NA,NA,NA
Dual Hearts,PlayStation2,2002,70,tbd,MatrixSoftware,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Soldier of Fortune,Dreamcast,2001,70,8.5,Runecraft,Action,NA,NA,NA,NA,NA,NA
MTV Sports: Pure Ride,PlayStation,2000,70,tbd,RadicalEntertainment,Sports,THQ,0.07,0.05,0,0.01,0.12
Thunder Force V,PlayStation,1998,70,7.2,TechnoSoft,Action,NA,NA,NA,NA,NA,NA
SEGA Rally Online Arcade,Xbox360,2011,70,5.6,SumoDigital,Driving,NA,NA,NA,NA,NA,NA
Xyanide,Xbox,2006,70,7.7,Playlogic,Action,NA,NA,NA,NA,NA,NA
StarDrive 2,PC,2015,70,5.4,ZeroSumGames,Sci-Fi,NA,NA,NA,NA,NA,NA
Senran Kagura: Peach Beach Splash,PlayStation4,2017,70,7.4,"Tamsoft,MarvelousInc.",Action,NA,NA,NA,NA,NA,NA
World Tour Soccer,PSP,2005,70,6.5,SCEE,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07
The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation4,2016,70,7.1,"SkyboundLLC,SkyboundGames",Adventure,NA,NA,NA,NA,NA,NA
EyePet,PlayStation3,2009,70,8.1,SCEELondonStudio,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99
Steel Battalion: Line of Contact,Xbox,2004,70,8,Capcom,Simulation,Capcom,0.02,0.01,0,0,0.02
Ratchet & Clank: All 4 One,PlayStation3,2011,70,6.5,InsomniacGames,Action,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14
NBA Ballers: Phenom,Xbox,2006,70,tbd,Midway,Sports,Midway Games,0.23,0.18,0,0.06,0.47
Crysis Remastered,PC,2020,70,3.2,SaberInteractive,Action,NA,NA,NA,NA,NA,NA
Teslapunk,XboxOne,2015,70,6.6,klutzGames,Action,NA,NA,NA,NA,NA,NA
Darksiders III,PC,2018,70,7.1,"GunfireGames,THQNordic",Action,NA,NA,NA,NA,NA,NA
Vampire: The Masquerade - Coteries of New York,PC,2019,70,7.4,DrawDistance,Role-Playing,NA,NA,NA,NA,NA,NA
Dead Synchronicity: Tomorrow Comes Today,PC,2015,70,7.6,FictioramaStudios,Action,NA,NA,NA,NA,NA,NA
Mario & Sonic at the Olympic Games,DS,2008,70,7.2,"Sega,Nintendo,SegaSportsR&D",Sports,Sega,2.57,3.86,0.66,0.91,7.99
Mage's Initiation: Reign of the Elements,PC,2019,70,7.7,HimalayaStudios,Adventure,NA,NA,NA,NA,NA,NA
Samurai Warriors Chronicles 3,PlayStationVita,2015,70,7.9,OmegaForce,Action,Tecmo Koei,0,0,0.08,0,0.08
New Little King's Story,PlayStationVita,2012,70,7.6,Konami,Strategy,NA,NA,NA,NA,NA,NA
GTI Club + Rally Cote D'Azur,PlayStation3,2009,70,7.5,SumoDigital,Driving,NA,NA,NA,NA,NA,NA
Cooking Mama 2: Dinner With Friends,DS,2007,70,8.1,OfficeCreate,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58
Piyotama,PlayStation3,2007,70,6.8,SCEJapanStudio,Miscellaneous,NA,NA,NA,NA,NA,NA
ATOM RPG: Post-apocalyptic indie game,PC,2018,70,8.5,AtomTeam,Role-Playing,NA,NA,NA,NA,NA,NA
Gallop Racer 2004,PlayStation2,2004,70,8.7,Tecmo,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06
Tenchu: Return From Darkness,Xbox,2004,70,6.9,K2LLC,Action,Activision,0.16,0.05,0,0.01,0.21
Contra Advance: The Alien Wars EX,GameBoyAdvance,2002,70,7.7,Konami,Action,Konami Digital Entertainment,0.08,0.03,0,0,0.11
Championship Motocross 2001 Featuring Ricky Carmichael,PlayStation,2001,70,tbd,Funcom,Driving,NA,NA,NA,NA,NA,NA
Trace Memory,DS,2005,70,8.1,Cing,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29
Cities in Motion,PC,2011,70,7.7,ColossalOrder,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05
Nelke & the Legendary Alchemists: Ateliers of the New World,Switch,2019,70,5.6,Gust,Role-Playing,NA,NA,NA,NA,NA,NA
100 Classic Books,DS,2010,70,6.2,GeniusSonorityInc.,Miscellaneous,Nintendo,0.12,0.52,0,0.02,0.66
Enthusia Professional Racing,PlayStation2,2005,70,7.4,Konami,Driving,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15
Sorcery,PlayStation3,2012,70,7.3,TheWorkshop,Role-Playing,Sony Computer Entertainment,0.14,0.11,0,0.05,0.29
Leviathan: Warships,PC,2013,70,6.5,PiecesInteractive,Strategy,NA,NA,NA,NA,NA,NA
Let's TAP,Wii,2009,70,6.9,Prope,Miscellaneous,Sega,0.08,0.06,0.01,0.02,0.17
Tech Support: Error Unknown,PC,2019,70,5.1,DragonSlumber,Simulation,NA,NA,NA,NA,NA,NA
Degrees of Separation,PlayStation4,2019,70,6.2,MoondropStudios,Action,NA,NA,NA,NA,NA,NA
Photo Dojo,DS,2010,70,7.2,Nintendo,Action,NA,NA,NA,NA,NA,NA
Kenka Bancho: Badass Rumble,PSP,2009,70,7.5,Bullets,Action,Spike,0.06,0,0.2,0.01,0.28
Hell Yeah! Wrath of the Dead Rabbit,Xbox360,2012,70,8.4,ArkedoStudio,Action,NA,NA,NA,NA,NA,NA
Marvel's Spider-Man: Turf Wars,PlayStation4,2018,70,6.1,InsomniacGames,Action,NA,NA,NA,NA,NA,NA
Hitman - Episode 5: Colorado,PlayStation4,2016,70,6.9,IoInteractive,Action,NA,NA,NA,NA,NA,NA
Dungeon Maker: Hunting Ground,PSP,2007,70,6.4,GlobalA,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03
Demon's Crystals,XboxOne,2017,70,tbd,BadlandGames,Action,NA,NA,NA,NA,NA,NA
Hyperdimension Neptunia Re;Birth3: V Generation,PlayStationVita,2015,70,7.2,"CompileHeart,Felistella",Role-Playing,NA,NA,NA,NA,NA,NA
Overclocked: A History of Violence,PC,2008,70,6.4,HouseofTales,Adventure,NA,NA,NA,NA,NA,NA
Need for Speed: ProStreet,PC,2007,70,6.4,EAGames,Driving,Electronic Arts,0.69,0,0.04,1.68,2.41
The Collider 2,PC,2016,70,tbd,ShortbreakStudios,Action,NA,NA,NA,NA,NA,NA
The Sims 3: Generations,PC,2011,70,3.8,TheSimsStudio,Simulation,Electronic Arts,0.4,0.23,0,0,0.63
Bomberman Jetters,GameCube,2004,70,7.9,Hudson,Action,Hudson Soft,0.06,0.02,0,0,0.08
No Man's Land,PC,2003,70,7.1,SelectiveIntuition,Action,NA,NA,NA,NA,NA,NA
F1 Career Challenge,PlayStation2,2003,70,7.7,ElectronicArts,Driving,Electronic Arts,0.05,0.04,0,0.01,0.1
Wing Commander: Prophecy,GameBoyAdvance,2003,70,8.3,RaylightStudios,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05
Turbo Turtle Adventure,GameBoyAdvance,2002,70,tbd,IridonInteractiveAB,Miscellaneous,Majesco Entertainment,0.04,0.01,0,0,0.05
Test Drive Off-Road Wide Open,PlayStation2,2001,70,6.3,RockstarSanDiego,Driving,Infogrames,0.15,0.03,0,0.01,0.18
Iris.Fall,PC,2018,70,6.6,NExTStudios,Adventure,NA,NA,NA,NA,NA,NA
The Warlock of Firetop Mountain,PC,2016,70,7.3,TinManGames,Role-Playing,NA,NA,NA,NA,NA,NA
Hot Shots Tennis,PlayStation2,2007,70,7.9,ClapHanz,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
Hyrule Warriors Legends,3DS,2016,70,7.4,OmegaForce,Action,NA,NA,NA,NA,NA,NA
Nobunaga's Ambition: Taishi,PlayStation4,2018,70,6.9,KoeiTecmoGames,Strategy,NA,NA,NA,NA,NA,NA
Full Auto,Xbox360,2006,70,7.7,PseudoInteractive,Simulation,Sega,0.19,0.01,0,0.02,0.22
Fallout: New Vegas - Dead Money,PC,2011,70,6.4,ObsidianEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
The Golf Club,PC,2014,70,6.1,HBStudiosMultimedia,Traditional,Unknown,0.05,0.02,0,0.01,0.08
The Kore Gang,Wii,2011,70,8.4,SnapDragonGames,Action,Flashpoint Games,0.04,0,0,0,0.04
NHL 2K9,PlayStation3,2008,70,6.8,VisualConcepts,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
RONIN,PC,2015,70,7.6,TomaszWaclawek,Strategy,NA,NA,NA,NA,NA,NA
NASCAR Kart Racing,Wii,2009,70,8.1,ElectronicArts,Driving,Electronic Arts,0.39,0,0,0.03,0.42
Haunt,Xbox360,2012,70,7.8,NanaOn-Sha,Action,NA,NA,NA,NA,NA,NA
Jett Rocket,Wii,2010,70,8.4,Shin'en,Action,NA,NA,NA,NA,NA,NA
Halo: Spartan Assault,PC,2013,70,6.3,"Vanguard,343Industries",Action,NA,NA,NA,NA,NA,NA
The Legend of Kage 2,DS,2008,70,7.3,TaitoCorporation,Action,Square Enix,0.07,0,0,0,0.07
Beyond A Steel Sky,PC,2020,70,7.1,RevolutionSoftware,Action,NA,NA,NA,NA,NA,NA
Namco Museum Archives Vol. 1,Switch,2020,70,tbd,B.B.Studio,Miscellaneous,NA,NA,NA,NA,NA,NA
Super Monkey Ball: Banana Blitz HD,XboxOne,2019,70,4.8,Sega,Miscellaneous,NA,NA,NA,NA,NA,NA
Sega Ages: Ichidant-R,Switch,2019,70,tbd,CRI,Miscellaneous,NA,NA,NA,NA,NA,NA
MXGP 2019,XboxOne,2019,70,5.3,MilestoneS.r.l,Racing,NA,NA,NA,NA,NA,NA
Snooker 19,XboxOne,2019,70,5.4,Lab42,Sports,NA,NA,NA,NA,NA,NA
My Hero One's Justice,Switch,2018,70,7.6,BandaiNamcoGames,Action,NA,NA,NA,NA,NA,NA
Joggernauts,Switch,2018,70,tbd,SpaceMace,Action,NA,NA,NA,NA,NA,NA
God Wars The Complete Legend,Switch,2018,70,7.1,Kadokawa,Miscellaneous,NA,NA,NA,NA,NA,NA
The Mooseman,Switch,2018,70,tbd,VladimirBeletsky,Adventure,NA,NA,NA,NA,NA,NA
Hyper Sentinel,Switch,2018,70,5.4,Four5SixPixel,Action,NA,NA,NA,NA,NA,NA
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Switch,2018,70,7.8,BandaiNamcoGames,Miscellaneous,NA,NA,NA,NA,NA,NA
Stikbold! Dodgeball Adventure! Deluxe,Switch,2018,70,7.4,GameSwing,Action,NA,NA,NA,NA,NA,NA
WRC 7,XboxOne,2017,70,6.6,Kylotonn,Racing,NA,NA,NA,NA,NA,NA
The Assembly,XboxOne,2017,70,6,nDreams,Miscellaneous,NA,NA,NA,NA,NA,NA
Yo-kai Watch 2: Fleshy Souls,3DS,2016,70,7.7,Level5,Role-Playing,NA,NA,NA,NA,NA,NA
Dead Island: Definitive Collection,PC,2016,70,5.6,Techland,Miscellaneous,NA,NA,NA,NA,NA,NA
Clockwork Tales: Of Glass and Ink,XboxOne,2016,70,tbd,ArtifexMundi,Puzzle,NA,NA,NA,NA,NA,NA
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,2015,70,7.4,"RideonJapan,Inc.,RideOn",Strategy,NA,NA,NA,NA,NA,NA
Verdun,PC,2015,70,7.8,"M2H,BlackmillGames",General,NA,NA,NA,NA,NA,NA
Dungeons 2,PC,2015,70,7.3,Kalypso,Strategy,Kalypso Media,0.01,0,0,0,0.01
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,70,7.4,"Nintendo,NintendoSoftwareTechnology",Puzzle,Nintendo,0,0,0.06,0,0.06
Super Galaxy Squadron,PC,2015,70,tbd,PsycheStudios,Action,NA,NA,NA,NA,NA,NA
Duke Nukem 3D: Megaton Edition,PlayStation3,2015,70,7.2,AbstractionGames,Action,NA,NA,NA,NA,NA,NA
Inazuma Eleven 3: Team Ogre Attacks!,3DS,2014,70,7.3,Level5,Sports,NA,NA,NA,NA,NA,NA
Tekken Revolution,PlayStation3,2013,70,6.4,NamcoBandaiGames,Action,NA,NA,NA,NA,NA,NA
Rogue Trooper: Quartz Zone Massacre,Wii,2009,70,8.2,Rebellion,Action,Reef Entertainment,0.06,0,0,0.01,0.07
Excitebike: World Rally,Wii,2009,70,7.5,MonsterGamesInc.,Driving,NA,NA,NA,NA,NA,NA
Need for Speed: Nitro,DS,2009,70,5.8,FirebrandGames,Driving,Electronic Arts,0.45,0.3,0,0.08,0.83
Major League Baseball 2K8,Xbox360,2008,70,5.9,KushGames,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61
Nobunaga's Ambition: Rise to Power,PlayStation2,2008,70,7.8,Koei,Strategy,Tecmo Koei,0,0,0.08,0,0.08
Naruto: Ultimate Ninja Heroes,PSP,2007,70,6.3,"Bandai,CyberConnect2",Action,Namco Bandai Games,0.26,0,0,0,0.26
Pirates of the Caribbean: Dead Man's Chest,GameBoyAdvance,2006,70,6.4,AmazeEntertainment,Action,Disney Interactive Studios,0.33,0.12,0,0.01,0.47
.hack//Quarantine Part 4,PlayStation2,2004,70,8.2,CyberConnect2,Role-Playing,NA,NA,NA,NA,NA,NA
Crash Nitro Kart,Xbox,2003,70,7.6,VicariousVisions,Driving,Vivendi Games,0.74,1.01,0,0.2,1.95
Batman: Vengeance,GameCube,2001,70,6,UbisoftMontreal,Action,Ubisoft,0.27,0.21,0,0.07,0.55
Fuzion Frenzy,Xbox,2001,70,7,BlitzGames,Miscellaneous,Microsoft Game Studios,0.93,0.24,0,0.04,1.21
Wizards & Warriors,PC,2000,70,7.4,HeuristicPark,Role-Playing,NA,NA,NA,NA,NA,NA
Lollipop Chainsaw,Xbox360,2012,70,7,GrasshopperManufacture,General,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66
Saints Row: The Third - The Full Package,Switch,2019,70,5.8,"Fishlabs,DeepSilver",Action,NA,NA,NA,NA,NA,NA
Neves,DS,2007,70,tbd,"Yuke's,Yuke'sCompanyofAmerica",Miscellaneous,NA,NA,NA,NA,NA,NA
Making History: The Calm and the Storm,PC,2007,70,8.5,MuzzyLaneSoftware,Strategy,NA,NA,NA,NA,NA,NA
Steep: Road to the Olympics,PlayStation4,2017,70,6.6,UbisoftAnnecy,Sports,NA,NA,NA,NA,NA,NA
Spore Galactic Adventures,PC,2009,70,7.2,ElectronicArts,Strategy,NA,NA,NA,NA,NA,NA
DK: King of Swing,GameBoyAdvance,2005,70,5,PaonCorporation,Action,Nintendo,0.17,0.06,0,0,0.24
Block Breaker Deluxe,Wii,2008,70,8.4,Gameloft,Miscellaneous,NA,NA,NA,NA,NA,NA
One Piece: Grand Adventure,GameCube,2006,70,8.3,Ganbarion,Action,NA,NA,NA,NA,NA,NA
Tengami,WiiU,2014,70,9.7,Nyamyam,Adventure,NA,NA,NA,NA,NA,NA
Thief,PC,2014,70,5.9,NixxesSoftware,Fantasy,NA,NA,NA,NA,NA,NA
MySims,PC,2008,70,6.8,EARedwoodShores,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66
Killzone,PlayStation2,2004,70,7.4,Guerrilla,Action,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
Arca's Path VR,PlayStation4,2018,70,tbd,Rebellion,Action,NA,NA,NA,NA,NA,NA
Sniper Elite V2,PlayStation3,2012,70,6.8,Rebellion,Action,505 Games,0.38,0.38,0.06,0.14,0.96
Dynasty Warriors 8 Empires,PlayStationVita,2015,70,7.4,OmegaForce,Action,NA,NA,NA,NA,NA,NA
Taiko no Tatsujin: Drum Session!,PlayStation4,2018,70,7.5,BandaiNamcoGames,Action,NA,NA,NA,NA,NA,NA
Magrunner: Dark Pulse,PC,2013,70,7.3,Frogwares,Miscellaneous,NA,NA,NA,NA,NA,NA
James Bond 007: Blood Stone,DS,2010,70,7,n-Space,Action,Activision,0.18,0.36,0.02,0.13,0.7
Karaoke Revolution Presents: American Idol Encore,Xbox360,2008,70,7,BlitzGames,Action,NA,NA,NA,NA,NA,NA
Luminous Arc,DS,2007,70,6.9,"ImageEpoch,Imageepoch",Strategy,Rising Star Games,0.16,0,0.06,0.01,0.24
Gekido Advance: Kintaro's Revenge,GameBoyAdvance,2003,70,7,NapsTeam,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.03
Voodoo Vince Remastered,XboxOne,2017,70,5.9,No info,Adventure,NA,NA,NA,NA,NA,NA
Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer,PC,2013,70,7,PhoenixOnlineStudios,Adventure,NA,NA,NA,NA,NA,NA
Lumino City,PC,2014,70,7.6,StateofPlayGames,Adventure,NA,NA,NA,NA,NA,NA
Cubixx HD,PlayStation3,2011,70,6.5,LaughingJackal,Miscellaneous,NA,NA,NA,NA,NA,NA
60 Parsecs!,PC,2018,70,6.9,RobotGentleman,Adventure,NA,NA,NA,NA,NA,NA
Senran Kagura Shinovi Versus,PC,2016,70,7.3,"Tamsoft,MarvelousAQL",Action,NA,NA,NA,NA,NA,NA
Abyss Odyssey,PlayStation3,2014,70,6.2,ACETeam,Action,NA,NA,NA,NA,NA,NA
Evochron Mercenary,PC,2010,70,7.6,StarWraith,Simulation,NA,NA,NA,NA,NA,NA
Sonic Classic Collection,DS,2010,70,7.5,CreativeAssembly,Action,Sega,0.92,0.73,0,0.17,1.83
Buzz! Junior: Jungle Party,PlayStation2,2007,70,8,MagentaSoftware,Miscellaneous,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
Mosaic,PC,2019,70,6.2,KrillbiteStudio,Adventure,NA,NA,NA,NA,NA,NA
Sega Arcade Gallery,GameBoyAdvance,2003,70,tbd,BitsStudios,Miscellaneous,THQ,0.03,0.01,0,0,0.04
Law & Order: Dead on the Money,PC,2002,70,7.5,LegacyInteractive,Adventure,NA,NA,NA,NA,NA,NA
AirBlade,PlayStation2,2002,70,6.1,CriterionGames,Sports,NA,NA,NA,NA,NA,NA
Steel Soldiers,PC,2001,70,8.8,TheBitmapBrothers,Strategy,NA,NA,NA,NA,NA,NA
Beat Hazard,PC,2010,70,7.2,ShadowRage,Action,NA,NA,NA,NA,NA,NA
Mother Russia Bleeds,PC,2016,70,6.9,LeCartelStudio,Action,NA,NA,NA,NA,NA,NA
EA Sports UFC,XboxOne,2014,70,6.3,EASports,General,Electronic Arts,0.46,0.41,0.01,0.17,1.05
Democracy 3,PC,2013,70,7.2,PositechGames,Strategy,NA,NA,NA,NA,NA,NA
SingStar ABBA,PlayStation3,2008,70,5.5,SCEELondonStudio,Action,NA,NA,NA,NA,NA,NA
Darkestville Castle,Switch,2020,70,tbd,Epicllamawarchief,Adventure,NA,NA,NA,NA,NA,NA
Anomaly Defenders,PC,2014,70,6.5,11bitstudios,Strategy,NA,NA,NA,NA,NA,NA
Fatal Fury: Battle Archives Volume 2,PlayStation2,2008,70,tbd,SNKPlaymore,Miscellaneous,SNK Playmore,0.03,0.03,0,0.01,0.07
Shrek the Third,DS,2007,70,3.9,VicariousVisions,Action,Activision,0.54,0.09,0,0.06,0.68
Silent Hill HD Collection,PlayStation3,2012,70,4.7,HijinxStudios,Miscellaneous,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32
Banner of the Maid,Switch,2020,70,8,"CE-Asia,AzureFlameStudio",Strategy,NA,NA,NA,NA,NA,NA
Graveyard Keeper,XboxOne,2018,70,4.9,LazyBearGames,Simulation,NA,NA,NA,NA,NA,NA
Worms Battlegrounds,XboxOne,2014,70,6.2,Team17,Strategy,NA,NA,NA,NA,NA,NA
Ticket to Ride,Xbox360,2008,70,7.8,NextLevelGames,Miscellaneous,NA,NA,NA,NA,NA,NA
Project CARS 3,PlayStation4,2020,70,3.2,SlightlyMadStudios,Racing,NA,NA,NA,NA,NA,NA
Wailing Heights,PC,2016,70,7,OutsiderGames,Adventure,NA,NA,NA,NA,NA,NA
Pearl Harbor Trilogy - 1941: Red Sun Rising,Wii,2010,70,8.4,ArcadeMoon,Action,NA,NA,NA,NA,NA,NA
SimAnimals,DS,2009,70,8,ElectronicArts,Simulation,Electronic Arts,0.26,0.2,0,0.05,0.52
NFL Street 3,PlayStation2,2006,70,8.5,EATiburon,Sports,Electronic Arts,0.24,0,0,0.02,0.27
Dance Dance Revolution SuperNOVA 2,PlayStation2,2007,70,tbd,Konami,Miscellaneous,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
Nitroplus Blasterz: Heroines Infinite Duel,PlayStation4,2016,70,6.8,"Examu,MarvelousInc.",Action,Marvelous Interactive,0.01,0,0.02,0,0.04
Call of Duty: Black Ops II - Apocalypse,Xbox360,2013,70,5.7,Treyarch,Action,NA,NA,NA,NA,NA,NA
Fossil Fighters,DS,2009,70,8.4,REDEntertainment,Role-Playing,Nintendo,0.83,0,0,0.06,0.89
Citizens of Earth,PlayStation4,2015,70,7,EdenIndustries,Role-Playing,NA,NA,NA,NA,NA,NA
Call of Duty: Black Ops - Rezurrection,Xbox360,2011,70,5,Treyarch,Action,NA,NA,NA,NA,NA,NA
Warriors All-Stars,PlayStation4,2017,70,6.4,OmegaForce,Action,NA,NA,NA,NA,NA,NA
Hydrophobia: Prophecy,PlayStation3,2011,70,6,DarkEnergyDigital,Action,NA,NA,NA,NA,NA,NA
Star Wars Galaxies: Episode III Rage of the Wookiees,PC,2005,70,4.2,SonyOnlineEntertainment,Role-Playing,NA,NA,NA,NA,NA,NA
Puzzle Agent,PC,2010,70,7,TelltaleGames,Miscellaneous,NA,NA,NA,NA,NA,NA
Atelier Annie: Alchemists of Sera Island,DS,2009,70,6.8,Gust,Strategy,Gust,0.08,0,0.03,0.01,0.12
Greg Hastings' Tournament Paintball Max'd,PlayStation2,2006,70,8.2,ActivisionValue,Action,Activision,0.03,0,0,0,0.04
Tenchu: Shadow Assassins,Wii,2009,70,7.3,Acquire,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21
Metal Slug 7,DS,2008,70,7.6,SNKPlaymore,Action,Ignition Entertainment,0.12,0,0.01,0.01,0.14
Inazuma Eleven 3: Lightning Bolt,3DS,2013,70,7.2,Level5,Sports,NA,NA,NA,NA,NA,NA
Warriors Orochi 4 Ultimate,PlayStation4,2020,70,5.3,OmegaForce,Action,NA,NA,NA,NA,NA,NA
Dr. Muto,Xbox,2002,70,tbd,Midway,Action,Midway Games,0.08,0.06,0,0.02,0.16
Strategic Command: European Theater,PC,2002,70,7.7,FurySoftware,Strategy,NA,NA,NA,NA,NA,NA
Columns Crown,GameBoyAdvance,2002,70,7.8,WowEntertainment,Miscellaneous,NA,NA,NA,NA,NA,NA
Project IGI: I'm Going In,PC,2000,70,7.7,Innerloop,Action,NA,NA,NA,NA,NA,NA
Dragon Ball: Origins 2,DS,2010,70,7.8,GameRepublic,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16
Dynasty Warriors: Godseekers,PlayStation4,2017,70,6.3,OmegaForce,Strategy,NA,NA,NA,NA,NA,NA
SingStar Pop Vol. 2,PlayStation2,2008,70,tbd,SCEELondonStudio,Miscellaneous,NA,NA,NA,NA,NA,NA
Outbuddies DX,Switch,2020,70,7.5,JulianLaufer,Action,NA,NA,NA,NA,NA,NA
140,Switch,2020,70,tbd,JeppeCarlsen,Action,NA,NA,NA,NA,NA,NA
Vandal Hearts: Flames of Judgment,PlayStation3,2010,70,6.5,HijinxStudios,Role-Playing,NA,NA,NA,NA,NA,NA
Tom Clancy's HAWX 2,PlayStation3,2010,70,6.5,Ubisoft,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41
Falcon Age,PlayStation4,2019,70,5.8,OuterloopGames,Action,NA,NA,NA,NA,NA,NA
Garfield's Nightmare,DS,2007,70,8.4,Shin'en,Action,Game Factory,0.01,0,0,0,0.02
Lips: Number One Hits,Xbox360,2009,70,7.6,iNiS,Action,Microsoft Game Studios,0.15,0.34,0,0.06,0.55
MotoGP 09/10,PlayStation3,2010,70,5.4,MonumentalGames,Driving,Capcom,0.05,0.13,0,0.04,0.22
Ultimate Mortal Kombat 3,Xbox360,2006,70,6.6,DigitalEclipse,Action,NA,NA,NA,NA,NA,NA
The Whispered World,PC,2010,70,7.4,DaedalicEntertainment,Adventure,Deep Silver,0,0.08,0,0.02,0.1
NCAA Basketball 09,Xbox360,2008,70,5.6,EACanada,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28
Homefront,Xbox360,2011,70,6,KaosStudios,Action,THQ,0.83,0.48,0.02,0.12,1.45
Star Wars Episode I: Racer,Switch,2020,70,7.1,LucasArts,Racing,NA,NA,NA,NA,NA,NA
America's Army: Rise of a Soldier,Xbox,2005,70,7.4,SecretLevel,Action,Ubisoft,0.19,0.05,0,0.01,0.25
Rainbow Moon,PlayStation3,2012,70,6.9,SideQuestStudios,Role-Playing,NA,NA,NA,NA,NA,NA
AIPD - Artificial Intelligence Police Department,XboxOne,2016,70,tbd,BlazingBadger,Action,NA,NA,NA,NA,NA,NA
Shadow Blade: Reload,PC,2015,70,8.2,"DeadMageStudio,DeadMage",Action,NA,NA,NA,NA,NA,NA
